region;district;community
Kano;Kunchi;Ridawa Ward
Kano;Kunchi;Shamakawa Ward
Kano;Kunchi;Shuwaki Ward (KNC)
Kano;Kunchi;Yan Dadi Ward
Kano;Kura;Dalili Ward
Kano;Kura;Danhassan Ward
Kano;Kura;Dukawa Ward
Kano;Kura;Gundutse Ward
Kano;Kura;Karfi Ward
Kano;Kura;Kosawa Ward
Kano;Kura;Rugar Duka Ward
Kano;Kura;Sarkin Kura Ward
Kano;Madobi;Birji Maraya Ward
Kano;Madobi;Chinkoso Ward
Kano;Madobi;Galinja Ward
Kano;Madobi;Gora Ward
Kano;Madobi;Kanwa Ward
Kano;Madobi;Kauran Mata Ward
Kano;Madobi;Kubarachi Ward
Kano;Madobi;Kwankwaso Ward
Kano;Madobi;Madobi Ward
Kano;Madobi;Rikadawa Ward
Kano;Madobi;Yakun Ward
Kano;Makoda;Barbar Ruga Ward
Kano;Makoda;Durma Ward
Kano;Makoda;Jibga Ward
Kano;Makoda;Kadandani Ward
Kano;Makoda;Koguna Ward
Kano;Makoda;Kore Tabo Ward
Kano;Makoda;Mai-Tsidau Ward
Kano;Makoda;Makoda Ward
Kano;Makoda;Satame Ward
Kano;Makoda;Tangaji Ward
Kano;Makoda;Wailare Ward
Kano;Minjibir;Azore Ward
Kano;Minjibir;Gandurwawa Ward
Kano;Minjibir;Kantama Ward
Kano;Minjibir;Kunya Ward
Kano;Minjibir;Kuru Ward
Kano;Minjibir;Kwarkiya Ward
Kano;Minjibir;Minjibir Ward
Kano;Minjibir;Sarbi Ward
Kano;Minjibir;Tsakiya Ward
Kano;Minjibir;Tsakuwa Ward (MJB)
Kano;Minjibir;Wasai Ward
Kano;Nassarawa;Dakata Ward
Kano;Nassarawa;Gama Ward
Kano;Nassarawa;Gawuna Ward
Kano;Nassarawa;Giginyu Ward
Kano;Nassarawa;Hotoro North Ward
Kano;Nassarawa;Hotoro South Ward
Kano;Nassarawa;Kaura Goje Ward
Kano;Nassarawa;Kawaji Ward
Kano;Nassarawa;Tudun Murtala  Ward
Kano;Nassarawa;Tudun Wada (NSR) Ward
Kano;Rano;Lausu Ward
Kano;Rano;Madachi Ward
Kano;Rano;Rano Tsohuwar Gari Ward
Kano;Rano;Rurum Sabon Gari Ward
Kano;Rano;Rurum TSohun Gari Ward
Kano;Rano;Sabon Gari Ward (RAN)
Kano;Rano;Saji Ward
Kano;Rano;Yalwa Rano Ward
Kano;Rano;Zinyau Ward
Kano;Rano;Zurgu Ward
Kano;Rimin Gado;Butu-Butu Ward
Kano;Rimin Gado;Dawakin Gulu Ward
Kano;Rimin Gado;Doka-Dawa Ward
Kano;Rimin Gado;Gulu Ward
Kano;Rimin Gado;Jili Ward
Kano;Rimin Gado;Karofin Yashi Ward
Kano;Rimin Gado;Rimin Gado Ward
Kano;Rimin Gado;Sakaratsa Ward
Kano;Rimin Gado;Tamawa Ward
Kano;Rimin Gado;Yalwa Rimin Gado Ward
Kano;Rimin Gado;Zango Ward (RMG)
Kano;Rogo;Beli Ward
Kano;Rogo;Falgore Rogo Ward
Kano;Rogo;Fulatan Ward
Kano;Rogo;Gwangwan Ward
Kano;Rogo;Jajaye Ward
Kano;Rogo;Rogo Ruma Ward
Kano;Rogo;Rogo Sabon Gari Ward
Kano;Rogo;Ruwan Bago Ward
Kano;Rogo;Zarewa Ward
Kano;Rogo;Zoza Ward
Kano;Shanono;Alajawa Ward (ShanonoLGA)
Kano;Shanono;Danbakoshi Ward
Kano;Shanono;Faruruwa Ward
Kano;Shanono;Goron Dutse Ward
Kano;Shanono;Kadamu Ward
Kano;Shanono;Kokiya Ward
Kano;Shanono;Leni Ward
Kano;Shanono;Shakogi Ward
Kano;Shanono;Shanono Ward
Kano;Shanono;Tsaure Ward
Kano;Sumaila;Gala Ward
Kano;Sumaila;Gani Ward
Kano;Sumaila;Garfa Ward
Kano;Sumaila;Gediya Ward
Kano;Sumaila;Kanawa Ward
Kano;Sumaila;Magami Ward
Kano;Sumaila;Massu Ward
Kano;Sumaila;Rimi Ward
Kano;Sumaila;Rumo Ward
Kano;Sumaila;Sitti Ward
Kano;Sumaila;Sumaila Ward
Kano;Takai;Bagwaro Ward
Kano;Takai;Durbunde Ward
Kano;Takai;Fajewa Ward
Kano;Takai;Falali Ward
Kano;Takai;Farunruwa Ward
Kano;Takai;Kachako Ward
Kano;Takai;Karfi (Takai LGA) Ward
Kano;Takai;Kuka Ward
Kano;Takai;Takai Ward
Kano;Takai;Zuga Ward
Kano;Tarauni;Babban Giji Ward
Kano;Tarauni;Darmanawa Ward
Kano;Tarauni;Daurawa Ward
Kano;Tarauni;Gyadi-Gyadi Arewa Ward
Kano;Tarauni;Gyadi-Gyadi Kudu Ward
Kano;Tarauni;Hotoro Ward
Kano;Tarauni;Kauyen Alu Ward
Kano;Tarauni;Tarauni Ward
Kano;Tarauni;Unguwa Uku Ward
Kano;Tarauni;Unguwar Gano Ward
Kano;Tofa;Dindire Ward
Kano;Tofa;Doka Ward
Kano;Tofa;Gajida Ward
Kano;Tofa;Ginsawa Ward
Kano;Tofa;Janguza Ward
Kano;Tofa;Joben Kudu Ward
Kano;Tofa;Kwami Ward
Kano;Tofa;Lambu Ward
Kano;Tofa;Langel Ward
Kano;Tofa;Tofa Ward
Kano;Tofa;Unguwar Rimi Ward (TFA)
Kano;Tofa;Wangara Tofa Ward
Kano;Tofa;Yalwa Karama Ward
Kano;Tofa;Yanoko Ward
Kano;Tofa;Yarimawa Ward
Kano;Tsanyawa;Daddarawa Ward
Kano;Tsanyawa;Dumbulum Ward
Kano;Tsanyawa;Gozarki Ward
Kano;Tsanyawa;Gurun Ward
Kano;Tsanyawa;Kabagiwa Ward
Kano;Tsanyawa;Tatsan Ward
Kano;Tsanyawa;Tsanyawa Ward
Kano;Tsanyawa;Yan Kamaye Ward
Kano;Tsanyawa;Yanganau Ward
Kano;Tsanyawa;Zarogi Ward
Kano;Tudun Wada;Baburi Ward
Kano;Tudun Wada;Burum Burum Ward
Kano;Tudun Wada;Dalawa Ward
Kano;Tudun Wada;Jan Dutse Ward
Kano;Tudun Wada;Jita Ward
Kano;Tudun Wada;Karefa Ward
Kano;Tudun Wada;Na Ta'Ala Ward
Kano;Tudun Wada;Shuwaki Ward (TWD)
Kano;Tudun Wada;Tudun Wada B Ward
Kano;Tudun Wada;Yaryasa Ward
Kano;Ungogo;Bachirawa Ward
Kano;Ungogo;Fanisau Ward
Kano;Ungogo;Gayawa Ungogo Ward
Kano;Ungogo;Kadawa Ungogo Ward
Kano;Ungogo;Karo Ward
Kano;Ungogo;Rangaza Ward
Kano;Ungogo;Rijiyar Zaki Ward
Kano;Ungogo;Tudun Fulani Ward
Kano;Ungogo;Ungogo Ward
Kano;Ungogo;Yadakunya Ward
Kano;Ungogo;Zango Ungogo Ward
Kano;Warawa;Amarawa Ward
Kano;Warawa;Danlasan Ward
Kano;Warawa;Garun Dau Ward
Kano;Warawa;Gogel Ward
Kano;Warawa;Imawa Ward
Kano;Warawa;Jemagu Ward
Kano;Warawa;Jigawa Ward
Kano;Warawa;Juma-Galadima Ward
Kano;Warawa;Katarkawa Ward
Kano;Warawa;Madari Ward
Kano;Warawa;Tamburawar Gabas Ward
Kano;Warawa;Tanagar Ward
Kano;Warawa;Warawa Ward
Kano;Warawa;Yan Dalla Ward
Kano;Warawa;Yan Gizo Ward
Kano;Wudil;Achika Ward
Kano;Wudil;Dagumawa Ward
Kano;Wudil;Dankaza Ward
Kano;Wudil;Darki Ward
Kano;Wudil;Indabo Ward
Kano;Wudil;Kausani Ward
Kano;Wudil;Lajawa Ward
Kano;Wudil;Sabon Gari Ward (WDLl)
Kano;Wudil;Utai Ward
Kano;Wudil;Wudil Ward
Katsina;Bakori;Bakori A Ward
Katsina;Bakori;Bakori B Ward
Katsina;Bakori;Barde
Katsina;Bakori;Dawan Musa Ward
Katsina;Bakori;Guga Ward
Katsina;Bakori;Jar Gaba Ward
Katsina;Bakori;Kabomo Ward
Katsina;Bakori;Kakumi Ward
Katsina;Bakori;Kandarawa Ward
Katsina;Bakori;Kurami
Katsina;Bakori;Kwantakwaram Ward
Katsina;Bakori;Tsiga Ward
Katsina;Bakori;Yankwani Ward
Katsina;Batagarawa;Ajiwa Ward
Katsina;Batagarawa;Bakiyawa Ward
Katsina;Batagarawa;Barawa Ward
Katsina;Batagarawa;Batagarawa Ward
Katsina;Batagarawa;Dabaibayawa Ward
Katsina;Batagarawa;Dan Dagoro Ward
Katsina;Batagarawa;Jino Ward
Katsina;Batagarawa;Kayauki Ward
Katsina;Batagarawa;Tsanni Ward
Katsina;Batagarawa;Yargamji Ward
Katsina;Batsari;Ababau
Katsina;Batsari;Batsari  Ward
Katsina;Batsari;Dan Alhaji
Katsina;Batsari;Darini Magaji Abu Ward
Katsina;Batsari;Kagara Ward
Katsina;Batsari;Kandawa Ward
Katsina;Batsari;Karare Ward
Katsina;Batsari;Madogara Ward
Katsina;Batsari;Mallamawa Ward
Katsina;Batsari;Manawa Ward
Katsina;Batsari;Rumah Ward
Katsina;Batsari;Wagini Ward
Katsina;Batsari;Yan Gayya Ward
Katsina;Batsari;Yau Yau
Katsina;Baure;Babban Mutum Ward
Katsina;Baure;Baure City  Ward
Katsina;Baure;Dankum Ward
Katsina;Baure;Faski Ward
Katsina;Baure;Garki Ward
Katsina;Baure;Hui Ward
Katsina;Baure;Maibara Ward
Katsina;Baure;Taraminawa ward
Katsina;Baure;Unguwar Rai Ward
Katsina;Baure;Yan Maulu Ward
Katsina;Baure;Yanduna Ward
Katsina;Bindawa;Baure Ward
Katsina;Bindawa;Bindawa Ward
Katsina;Bindawa;Dallaje
Katsina;Bindawa;Daye Ward
Katsina;Bindawa;Doro Ward
Katsina;Bindawa;Faru Ward
Katsina;Bindawa;Gaiwa Ward
Katsina;Bindawa;Giremawa Ward
Katsina;Bindawa;Jibawa
Katsina;Bindawa;Kamri Ward
Katsina;Bindawa;Rugar Badu Ward
Katsina;Bindawa;Shibdawa Ward
Katsina;Bindawa;Tama
Katsina;Bindawa;Yangora Ward
Katsina;Charanchi;Banye Ward
Katsina;Charanchi;Charanchi Ward
Katsina;Charanchi;Doka Ward
Katsina;Charanchi;Ganuwa Ward
Katsina;Charanchi;Koda Ward
Katsina;Charanchi;Kuraye Ward
Katsina;Charanchi;Majen Wayya Ward
Katsina;Charanchi;Radda Ward
Katsina;Charanchi;Safana Ward
Katsina;Charanchi;Tsakatsa Ward
Katsina;Dan Musa;Dan Ali Ward
Katsina;Dan Musa;Dan Musa A Ward
Katsina;Dan Musa;Dan Musa B Ward
Katsina;Dan Musa;Dandire A Ward
Katsina;Dan Musa;Dandire B Ward
Katsina;Dan Musa;Maidabino A Ward
Katsina;Dan Musa;Maidabino B Ward
Katsina;Dan Musa;Mara A Ward
Katsina;Dan Musa;Mara B Ward
Katsina;Dan Musa;Yantumaki A Ward
Katsina;Dan Musa;Yantumaki B Ward
Katsina;Dandume;Dandume A Ward
Katsina;Dandume;Dandume B Ward
Katsina;Dandume;Dansoda Ward
Katsina;Dandume;Dantankari Ward
Katsina;Dandume;M
Katsina;Dandume;Mahuta A Ward
Katsina;Dandume;Mahuta B Ward
Katsina;Dandume;Mahuta C Ward
Katsina;Dandume;Maikwama Ward
Katsina;Dandume;Tumburka Ward A
Katsina;Dandume;Tumburka Ward B
Katsina;Dandume;Wando Ward
Katsina;Danja;Dabai Ward.
Katsina;Danja;Danja A  Ward
Katsina;Danja;Danja B (Danja) Ward
Katsina;Danja;Jiba Ward.
Katsina;Danja;Kahutu A Ward.
Katsina;Danja;Kahutu B Ward.
Katsina;Danja;kt. Tandama Ward.
Katsina;Danja;Tsangamawa Ward.
Katsina;Danja;Yakaji A  Ward
Katsina;Danja;Yakaji B Ward
Katsina;Daura;Daura  Ward
Katsina;Daura;Dawaki A Ward
Katsina;Daura;Dawaki B Ward
Katsina;Daura;Kusugu Ward
Katsina;Daura;Madobi A Ward
Katsina;Daura;Madobi B Ward
Katsina;Daura;Mazoji A Ward
Katsina;Daura;Mazoji B - Daura Ward
Katsina;Daura;S
Katsina;Daura;Sabongari Ward
Katsina;Daura;U
Katsina;Daura;Yara A Ward
Katsina;Daura;Yara B Ward
Katsina;Dutsi;Dan Aunai Ward
Katsina;Dutsi;Dutsi A Ward
Katsina;Dutsi;Dutsi B Ward
Katsina;Dutsi;Kayawa Ward
Katsina;Dutsi;Ruwan Kaya A Ward
Katsina;Dutsi;Ruwan Kaya B Ward
Katsina;Dutsi;Sirika A Ward
Katsina;Dutsi;Sirika B Ward
Katsina;Dutsi;Yamel A Ward
Katsina;Dutsi;Yamel B Ward
Katsina;Dutsin-Ma;Bagagadi Ward
Katsina;Dutsin-Ma;Dabawa Ward
Katsina;Dutsin-Ma;Dutsinma A Ward
Katsina;Dutsin-Ma;Dutsinma B Ward
Katsina;Dutsin-Ma;Karofi A Ward
Katsina;Dutsin-Ma;Karofi B Ward
Katsina;Dutsin-Ma;Kuki B Ward
Katsina;Dutsin-Ma;Kuki Ward
Katsina;Dutsin-Ma;Kutawa Ward
Katsina;Dutsin-Ma;Makera Ward
Katsina;Dutsin-Ma;Shema Ward
Katsina;Faskari;Daudawa Ward
Katsina;Faskari;Faskari Ward
Katsina;Faskari;Mai Gora Ward
Katsina;Faskari;Mairuwa Ward
Katsina;Faskari;Ruwan Godiya
Katsina;Faskari;Sabon Layi Ward
Katsina;Faskari;Sheme Ward
Katsina;Faskari;Tafoki Ward
Katsina;Faskari;Yankara Ward
Katsina;Faskari;Yar Malamai Ward
Katsina;Funtua;Dandutse Ward
Katsina;Funtua;Dukke Ward
Katsina;Funtua;Gari Ward
Katsina;Funtua;Goya Ward
Katsina;Funtua;Mai Gamji Ward
Katsina;Funtua;Makera Ward - Funtua
Katsina;Funtua;Maska Ward
Katsina;Funtua;Nasarawa Ward
Katsina;Funtua;S
Katsina;Funtua;Tudun Iya Ward
Katsina;Ingawa;Agayawa Ward
Katsina;Ingawa;B.Kwari Ward
Katsina;Ingawa;Bareruwa Ward
Katsina;Ingawa;Bidore Ward
Katsina;Ingawa;Dara Ward
Katsina;Ingawa;Daunaka
Katsina;Ingawa;Dugul Ward
Katsina;Ingawa;Ingawa Ward
Katsina;Ingawa;Iyan Kaura Ward
Katsina;Ingawa;Jobe Ward
Katsina;Ingawa;Kafi Ward
Katsina;Ingawa;Kandawa
Katsina;Ingawa;Kurfeji
Katsina;Ingawa;Manomawa
Katsina;Ingawa;Yandoma Ward
Katsina;Ingawa;Yaya
Katsina;Jibia;Bugaje Ward
Katsina;Jibia;Farfaru Ward
Katsina;Jibia;Faru Ward
Katsina;Jibia;Gangara Ward
Katsina;Jibia;Gurbi (Jibia)Ward
Katsina;Jibia;Jibia A Ward
Katsina;Jibia;Jibia B Ward
Katsina;Jibia;Kusa Ward
Katsina;Jibia;Mazanya Ward
Katsina;Jibia;Riko Ward
Katsina;Jibia;Yangayya Ward
Katsina;Kafur;Dantuture Ward
Katsina;Kafur;Dutsen Kura Ward
Katsina;Kafur;Gamzago Ward
Katsina;Kafur;Gozaki Ward
Katsina;Kafur;Kafur Ward
Katsina;Kafur;Kurumgafa Ward
Katsina;Kafur;Mahuta Ward
Katsina;Kafur;Masari Ward
Katsina;Kafur;Rugoji Ward
Katsina;Kafur;Sabuwar Kasa Ward
Katsina;Kaita;Abdallawa Ward
Katsina;Kaita;Baawa Ward
Katsina;Kaita;Dankaba Ward
Katsina;Kaita;Dankama Ward
Katsina;Kaita;Gafiya Ward
Katsina;Kaita;Girka Ward
Katsina;Kaita;kaita  Ward
Katsina;Kaita;Matsai Ward
Katsina;Kaita;Yandaki Ward
Katsina;Kaita;Yanhoho Ward
Katsina;Kankara;Burdugau Ward
Katsina;Kankara;Dan-Murabu Ward
Katsina;Kankara;Gundawa Ward
Katsina;Kankara;Gurbi Ward
Katsina;Kankara;Kankara Ward
Katsina;Kankara;Katare Ward
Katsina;Kankara;Kuka Sheka Ward
Katsina;Kankara;Mabai Ward
Katsina;Kankara;Yar Goje Ward
Katsina;Kankara;Yar Tsamiya Ward
Katsina;Kankara;Zango Ward
Katsina;Kankia;Dangi Fakuwa Ward
Katsina;Kankia;Gachi Ward
Katsina;Kankia;Gal A Ward
Katsina;Kankia;Gal B Ward
Katsina;Kankia;Gyaza
Katsina;Kankia;Kafin Soli Ward
Katsina;Kankia;Kankia Unknown Ward
Katsina;Kankia;Kunduru Ward
Katsina;Kankia;Rimaye Ward
Katsina;Kankia;Sukuntuni Ward
Katsina;Kankia;Tafashiya Nasarawa Ward
Katsina;Kankia;Tsa Magam Ward
Katsina;Katsina;Arewa I Ward
Katsina;Katsina;Arewa II Ward
Katsina;Katsina;Gabas I Ward
Katsina;Katsina;Gabas II Ward
Katsina;Katsina;Gabas III Ward
Katsina;Katsina;Katsina Unknown Ward
Katsina;Katsina;Kudu I Ward
Katsina;Katsina;Kudu II Ward
Katsina;Katsina;Kudu III Ward
Katsina;Katsina;Shinkafi I Ward
Katsina;Katsina;Shinkafi II Ward
Katsina;Katsina;Yamma I Ward
Katsina;Katsina;Yamma II Ward
Katsina;Kurfi;Barkiya Ward
Katsina;Kurfi;Birchi Ward
Katsina;Kurfi;Kurfi A Ward
Katsina;Kurfi;Kurfi B Ward
Katsina;Kurfi;Rawayau A Ward
Katsina;Kurfi;Rawayau B Ward
Katsina;Kurfi;Tsauri A Ward
Katsina;Kurfi;Tsauri B Ward
Katsina;Kurfi;Wurma A Ward
Katsina;Kurfi;Wurma B Ward
Katsina;Kusada;Bauranya A Ward
Katsina;Kusada;Boko Ward
Katsina;Kusada;Dudunni Ward
Katsina;Kusada;Kaikai Ward
Katsina;Kusada;Kofa Ward
Katsina;Kusada;Kusada  Ward
Katsina;Kusada;Mawashi Ward
Katsina;Kusada;Yashe B Ward
Katsina;Kusada;Yashe Ward
Katsina;Mai'Adua;Bumbum A Ward
Katsina;Mai'Adua;Bumbum B Ward
Katsina;Mai'Adua;Danyashe Ward
Katsina;Mai'Adua;Koza Ward
Katsina;Mai'Adua;Mai'Adua Unknown Ward
Katsina;Mai'Adua;Mai'Aduwa B Ward
Katsina;Mai'Adua;Mai'Aduwa C Ward
Katsina;Mai'Adua;Mai Adua Ward A
Katsina;Mai'Adua;Maikomi A Ward
Katsina;Mai'Adua;Maikomi B Ward
Katsina;Mai'Adua;Natsalle Ward
Katsina;Malumfashi;Borin Dawa Ward
Katsina;Malumfashi;Dansarai Ward
Katsina;Malumfashi;Dayi Ward
Katsina;Malumfashi;G Dansaka Ward
Katsina;Malumfashi;Karfi Ward
Katsina;Malumfashi;Makaurachi Ward
Katsina;Malumfashi;Malumfashi A  Ward
Katsina;Malumfashi;Malumfashi B Ward
Katsina;Malumfashi;Naalma Ward
Katsina;Malumfashi;Ruwan Sanyi Ward
Katsina;Malumfashi;Yaba Ward
Katsina;Malumfashi;Yammama Ward
Katsina;Mani;Bagiwa Ward
Katsina;Mani;Bujawa Ward
Katsina;Mani;Duwan
Katsina;Mani;Hamcheta Ward
Katsina;Mani;Jani Ward
Katsina;Mani;Kwatta Ward
Katsina;Mani;Machika Ward - M
Katsina;Mani;Magami Ward
Katsina;Mani;Makau Ward
Katsina;Mani;Mani  Ward
Katsina;Mani;Muduru Ward
Katsina;Mani;Tsagem Ward
Katsina;Mashi;Bamle Ward
Katsina;Mashi;Doguru A Ward
Katsina;Mashi;Doguru B Ward
Katsina;Mashi;Gallu Ward
Katsina;Mashi;Jigawa Ward
Katsina;Mashi;Karau Ward
Katsina;Mashi;Majigiri Ward
Katsina;Mashi;Mashi Ward
Katsina;Mashi;Sonkaya Ward
Katsina;Mashi;Tamilo Ward
Katsina;Matazu;Dissi Ward
Katsina;Matazu;Gwarjo Ward
Katsina;Matazu;Karadua Ward
Katsina;Matazu;Kogari Ward
Katsina;Matazu;Matazu A Ward
Katsina;Matazu;Matazu B Ward
Katsina;Matazu;Mazoji A -  Matazu Ward
Katsina;Matazu;Mazoji B - Matazu Ward
Katsina;Matazu;Rinjin Idi Ward
Katsina;Matazu;Sayaya Ward
Katsina;Musawa;Dangani Ward
Katsina;Musawa;Danjanku Ward
Katsina;Musawa;Garu Ward
Katsina;Musawa;Gingin Ward
Katsina;Musawa;Jikamshi Ward
Katsina;Musawa;Kira Ward
Katsina;Musawa;Kurkujan A Ward
Katsina;Musawa;Kurkujan B Ward
Katsina;Musawa;Musawa  Ward
Katsina;Musawa;Tabanni Ward
Katsina;Musawa;Tuge Ward
Katsina;Rimi;Abukur Ward
Katsina;Rimi;Fardami Ward
Katsina;Rimi;Iyatawa Ward
Katsina;Rimi;Kadandani Ward
Katsina;Rimi;Magama Masabo Kurabau Ward
Katsina;Rimi;Maje Karare Ward
Katsina;Rimi;Makurda Ward
Katsina;Rimi;Rimi Unknown Ward
Katsina;Rimi;Rimi Ward
Katsina;Rimi;Sabon Gari Ward
Katsina;Rimi;Tsagero Ward
Katsina;Sabuwa;Damari Ward
Katsina;Sabuwa;Dungun Muazu Ward
Katsina;Sabuwa;Gamji Ward
Katsina;Sabuwa;Gazari Ward
Katsina;Sabuwa;Machika Ward
Katsina;Sabuwa;Maibakko Ward
Katsina;Sabuwa;Rafin Iwa Ward
Katsina;Sabuwa;Sabuwa A Ward
Katsina;Sabuwa;Sabuwa B Ward
Katsina;Sabuwa;Sayau Ward
Katsina;Safana;Babban Duhu A Ward
Katsina;Safana;Babban Duhu B Ward
Katsina;Safana;Baure A Ward
Katsina;Safana;Baure B Ward
Katsina;Safana;Runka A Ward
Katsina;Safana;Runka B Ward
Katsina;Safana;Safana Ward
Katsina;Safana;Tsaskiya Ward
Katsina;Safana;Zakka A Ward
Katsina;Safana;Zakka B Ward
Katsina;Sandamu;Daneji A Ward
Katsina;Sandamu;Daneji B Ward
Katsina;Sandamu;Fago A Ward
Katsina;Sandamu;Fago B Ward
Katsina;Sandamu;Kagare Ward
Katsina;Sandamu;Karkarku Ward
Katsina;Sandamu;Katsayal Ward
Katsina;Sandamu;Kwasarawa Ward
Katsina;Sandamu;Rade A Ward
Katsina;Sandamu;Rade B Ward
Katsina;Sandamu;Sandamu Ward
Katsina;Zango;Dargage Ward
Katsina;Zango;Garni Ward
Katsina;Zango;Gwamba Ward
Katsina;Zango;K
Katsina;Zango;Kanda Ward
Katsina;Zango;Kawarin Kudi Ward
Katsina;Zango;Malamai Ward
Katsina;Zango;Rogogo Ward
Katsina;Zango;Sara Ward
Katsina;Zango;Yardaje Ward
Katsina;Zango;Zango  Ward
Kebbi;Aleiro;Dan Galadima I Ward
Kebbi;Aleiro;Dan Galadima II Ward
Kebbi;Aleiro;Danwarai Ward
Kebbi;Aleiro;Jiga Birni Ward
Kebbi;Aleiro;Jiga Makera Ward
Kebbi;Aleiro;Kashin Zama Ward
Kebbi;Aleiro;Rafin Bauna Ward
Kebbi;Aleiro;Sabiyel Ward
Kebbi;Aleiro;Sarkin Fada I Ward
Kebbi;Aleiro;Sarkin Fada II Ward
Kebbi;Arewa;Bachaka Ward
Kebbi;Arewa;Bui Ward
Kebbi;Arewa;Chibike Ward
Kebbi;Arewa;Falde Ward
Kebbi;Arewa;Feske/Jafeji Ward
Kebbi;Arewa;Gorin Dikko Ward
Kebbi;Arewa;Gumudai/R/Tsaka WArd
Kebbi;Arewa;Kangiwa Ward
Kebbi;Arewa;Leima/Jantullu Ward
Kebbi;Arewa;Sarka Ward
Kebbi;Arewa;Yeldu Ward
Kebbi;Argungu;Alwasa Ward
Kebbi;Argungu;Dikko ward
Kebbi;Argungu;Felende Ward
Kebbi;Argungu;Galadima Ward
Kebbi;Argungu;Gulma Ward
Kebbi;Argungu;Gwazange Ward
Kebbi;Argungu;Kokani North Ward
Kebbi;Argungu;Kokani South Ward
Kebbi;Argungu;Lailaba Ward
Kebbi;Argungu;Sauwa Ward
Kebbi;Argungu;Zazzagawa Ward
Kebbi;Augie;Augie North
Kebbi;Augie;Augie South Ward
Kebbi;Augie;Bagaye/Mera Ward
Kebbi;Augie;Bayawa North Ward
Kebbi;Augie;Bayawa South Ward
Kebbi;Augie;Birnin/Tudu Gudale Ward
Kebbi;Augie;Bubuche Ward
Kebbi;Augie;Kwaido/Dundaye Ward
Kebbi;Augie;Tiggi Ward
Kebbi;Augie;Yola Ward
Kebbi;Bagudo;Bagudo Tuga Ward
Kebbi;Bagudo;Bahindikaliel Ward
Kebbi;Bagudo;Bani/Tsamiya Ward
Kebbi;Bagudo;Illo Sabon  Gari Ward
Kebbi;Bagudo;Kaoje Gwamba Ward
Kebbi;Bagudo;Kende Kurgu Ward
Kebbi;Bagudo;Lafagu Gante Ward
Kebbi;Bagudo;Lolo Giris Ward
Kebbi;Bagudo;Matsinkai Geza Ward
Kebbi;Bagudo;SharabiKonguwai Ward
Kebbi;Bagudo;Zagga Kwasara Ward
Kebbi;Birnin Kebbi;Ambursa Ward
Kebbi;Birnin Kebbi;Birnin Kebbi Unknown Ward
Kebbi;Birnin Kebbi;Dangaladima Ward
Kebbi;Birnin Kebbi;Gawasu Damana Ward
Kebbi;Birnin Kebbi;Gulumbe Ward
Kebbi;Birnin Kebbi;GwadonGwaji Ward
Kebbi;Birnin Kebbi;Kardi Ward
Kebbi;Birnin Kebbi;Kola Tarasa Ward
Kebbi;Birnin Kebbi;Lagga Randali Ward
Kebbi;Birnin Kebbi;Makera Ward
Kebbi;Birnin Kebbi;Marafa Ward
Kebbi;Birnin Kebbi;Mauride Karyo Ward
Kebbi;Birnin Kebbi;Nassarawa I Ward
Kebbi;Birnin Kebbi;Nassarawa II Ward
Kebbi;Birnin Kebbi;Ujariyo Ward
Kebbi;Birnin Kebbi;Zauro Ward
Kebbi;Bunza;Bunza Marafa
Kebbi;Bunza;Dangaladima
Kebbi;Bunza;Gwade Ward
Kebbi;Bunza;Maidahini Ward
Kebbi;Bunza;Raha Ward
Kebbi;Bunza;Sabon Birni Ward
Kebbi;Bunza;Salwai Ward
Kebbi;Bunza;Tilli Ward
Kebbi;Bunza;Tunga Ward
Kebbi;Bunza;Zogirma Ward
Kebbi;Dandi;Bani Zumbu Ward
Kebbi;Dandi;Buma Ward
Kebbi;Dandi;Dole Kaina Ward
Kebbi;Dandi;Fana Ward
Kebbi;Dandi;Gezah Ward
Kebbi;Dandi;Kamba-Kamba Ward
Kebbi;Dandi;Kwakwaba Ward
Kebbi;Dandi;Kyangakwai Ward
Kebbi;Dandi;Maigwaza Ward
Kebbi;Dandi;Shiko Ward
Kebbi;Danko/Wasagu;Ayu Ward
Kebbi;Danko/Wasagu;Bena Ward
Kebbi;Danko/Wasagu;Dan-Umaru Ward
Kebbi;Danko/Wasagu;Danko Maga Ward
Kebbi;Danko/Wasagu;Gwanfi Kele Ward
Kebbi;Danko/Wasagu;Kanya Ward
Kebbi;Danko/Wasagu;Kyabu Kandu Ward
Kebbi;Danko/Wasagu;Ribah Machika Ward
Kebbi;Danko/Wasagu;Waje Ward
Kebbi;Danko/Wasagu;Wasagu Ward
Kebbi;Danko/Wasagu;Yalmo/Shindi/ Wari Ward
Kebbi;Fakai;Bajida Ward
Kebbi;Fakai;Bangu Ward
Kebbi;Fakai;Birnin Tudu Ward
Kebbi;Fakai;Fakai Kuka Ward
Kebbi;Fakai;Gulbin Kuka Ward
Kebbi;Fakai;Kangi Ward
Kebbi;Fakai;Mahuta ward
Kebbi;Fakai;Maikende Ward
Kebbi;Fakai;Marafa ward
Kebbi;Fakai;Peni-Peni Ward
Kebbi;Gwandu;Cheberu Ward
Kebbi;Gwandu;Dalijan Ward
Kebbi;Gwandu;Dodoru Ward
Kebbi;Gwandu;Gulmare Ward
Kebbi;Gwandu;Gwandu Dan Galadima Ward
Kebbi;Gwandu;Gwandu Marafa Ward
Kebbi;Gwandu;Kambaza Ward
Kebbi;Gwandu;Malisa Ward
