region;district;community
Atsimo Andrefana;Toliary-I;Mahavatse I
Atsimo Andrefana;Toliary-I;Mahavatse II
Atsimo Andrefana;Toliary-I;Betania
Atsimo Andrefana;Toliary-I;Besakoa
Menabe;Manja;Manja
Menabe;Manja;Beharona
Menabe;Manja;Anontsibe Centre
Menabe;Manja;Soaserana
Menabe;Manja;Ankiliabo
Menabe;Manja;Andranopasy
Atsimo Andrefana;Beroroha;Beroroha
Atsimo Andrefana;Beroroha;Bemavo
Atsimo Andrefana;Beroroha;Fanjakana
Atsimo Andrefana;Beroroha;Behisatsy
Atsimo Andrefana;Beroroha;Marerano
Atsimo Andrefana;Beroroha;Mandronarivo
Atsimo Andrefana;Beroroha;Tanamary
Atsimo Andrefana;Beroroha;Sakena
Atsimo Andrefana;Morombe;Cu Morombe
Atsimo Andrefana;Morombe;Befandefa
Atsimo Andrefana;Morombe;Ambahikily
Atsimo Andrefana;Morombe;Antongo Vaovao
Atsimo Andrefana;Morombe;Nosy Ambositra
Atsimo Andrefana;Morombe;Befandriana Sud
Atsimo Andrefana;Morombe;Antanimieva
Atsimo Andrefana;Morombe;Basibasy
Atsimo Andrefana;Ankazoabo;Ankazoabo Sud
Atsimo Andrefana;Ankazoabo;Fotivolo
Atsimo Andrefana;Ankazoabo;Tandrano
Atsimo Andrefana;Ankazoabo;Andranomafana
Atsimo Andrefana;Ankazoabo;Berenty
Atsimo Andrefana;Ankazoabo;Ilemby
Atsimo Andrefana;Betioky Atsimo;Betioky Atsimo
Atsimo Andrefana;Betioky Atsimo;Sakamasay
Atsimo Andrefana;Betioky Atsimo;Ambatry Mitsinjo
Atsimo Andrefana;Betioky Atsimo;Ankazomanga Ouest
Atsimo Andrefana;Betioky Atsimo;Maroarivo Ankazomanga
Atsimo Andrefana;Betioky Atsimo;Beantake
Atsimo Andrefana;Betioky Atsimo;Masiaboay
Atsimo Andrefana;Betioky Atsimo;Antohabato
Atsimo Andrefana;Betioky Atsimo;Tameantsoa
Atsimo Andrefana;Betioky Atsimo;Tongobory
Atsimo Andrefana;Betioky Atsimo;Besely
Atsimo Andrefana;Betioky Atsimo;Vatolatsaka
Atsimo Andrefana;Betioky Atsimo;Ankazombalala
Atsimo Andrefana;Betioky Atsimo;Bezaha
Atsimo Andrefana;Betioky Atsimo;Manalobe
Atsimo Andrefana;Betioky Atsimo;Andranomangatsiaka
Atsimo Andrefana;Betioky Atsimo;Ankilivalo
Atsimo Andrefana;Betioky Atsimo;Soamanonga
Atsimo Andrefana;Betioky Atsimo;Fenoandala
Atsimo Andrefana;Betioky Atsimo;Soaserana
Atsimo Andrefana;Betioky Atsimo;Marosavoa
Atsimo Andrefana;Betioky Atsimo;Salobe
Atsimo Andrefana;Betioky Atsimo;Tanambao Haut
Atsimo Andrefana;Betioky Atsimo;Belamoty
Atsimo Andrefana;Betioky Atsimo;Antsavoa
Atsimo Andrefana;Betioky Atsimo;Montifeno
Atsimo Andrefana;Betioky Atsimo;Lazarivo
Atsimo Andrefana;Ampanihy Ouest;Ampanihy Ouest
Atsimo Andrefana;Ampanihy Ouest;Ankiliabo
Atsimo Andrefana;Ampanihy Ouest;Amborompotsy
Atsimo Andrefana;Ampanihy Ouest;Ankilizato
Atsimo Andrefana;Ampanihy Ouest;Maniry
Atsimo Andrefana;Ampanihy Ouest;Antaly
Atsimo Andrefana;Ampanihy Ouest;Ankilimivory
Atsimo Andrefana;Ampanihy Ouest;Ejeda
Atsimo Andrefana;Ampanihy Ouest;Belafike Haut
Atsimo Andrefana;Ampanihy Ouest;Beahitse
Atsimo Andrefana;Ampanihy Ouest;Gogogogo
Atsimo Andrefana;Ampanihy Ouest;Androka
Atsimo Andrefana;Ampanihy Ouest;Vohitany
Atsimo Andrefana;Ampanihy Ouest;Beroy Atsimo
Atsimo Andrefana;Ampanihy Ouest;Fotadrevo
Atsimo Andrefana;Ampanihy Ouest;Itampolo
Menabe;Morondava;Morondava
Menabe;Morondava;Bemanonga
Menabe;Morondava;Analaiva
Menabe;Morondava;Befasy
Menabe;Morondava;Belo Sur Mer
Menabe;Mahabo;Mahabo
Menabe;Mahabo;Ankilivalo
Diana;Antsiranana II;Anivorano Nord
Diana;Antsiranana II;Antsoha
Diana;Antsiranana II;Bobasakoa
Diana;Antsiranana II;Ambondrona
Diana;Antsiranana II;Bobakilandy
Diana;Antsiranana II;Mosorolava
Diana;Antsiranana I;Diego Suarez
Sava;Vohemar;Ampondra
Sava;Vohemar;Fanambana
Sava;Vohemar;Milanoa
Sava;Vohemar;Bobakindro
Sava;Vohemar;Daraina
Sava;Vohemar;Ambalasatrana
Sava;Vohemar;Nosibe
Sava;Vohemar;Andravory
Sava;Vohemar;Andrafainkona
Sava;Vohemar;Ampanefena
Sava;Vohemar;Ambodisambalahy
Sava;Vohemar;Ambinanin'andravory
Sava;Vohemar;Amboriala
Sava;Vohemar;Maromokotra Loky
Sava;Vohemar;Antsirabe Nord
Sava;Vohemar;Ampisikinana
Sava;Vohemar;Belambo
Diana;Ambilobe;Ambilobe
Diana;Ambilobe;Mantaly
Diana;Ambilobe;Ampondralava
Diana;Ambilobe;Tanambao Marivorahona
Diana;Ambilobe;Ambakirano
Diana;Ambilobe;Ambatoben'anjavy
Diana;Ambilobe;Antsaravibe
Diana;Ambilobe;Antsohimbondrona
Diana;Ambilobe;Anjiabe Ambony
Diana;Ambilobe;Ambodibonara
Diana;Ambilobe;Beramanja
Diana;Ambilobe;Betsiaka
Diana;Ambilobe;Ambarakaraka
Diana;Ambilobe;Anaborano Ifasy
Diana;Ambilobe;Manambato
Diana;Nosy-Be;Hell-Ville
Diana;Nosy-Be;Ampangorina
Diana;Nosy-Be;Ambatozavavy
Diana;Nosy-Be;Bemanondrobe
Diana;Nosy-Be;Dzamandzar
Diana;Ambanja;Ambanja
Diana;Ambanja;Benavony
Diana;Ambanja;Ambohimena
Diana;Ambanja;Antsatsaka
Diana;Ambanja;Antranokarany
Diana;Ambanja;Djangoa
Diana;Ambanja;Antsakoamanondro
Diana;Ambanja;Ambalahonko
Diana;Ambanja;Ankingameloka
Diana;Ambanja;Bemaneviky Haut Sambirano
Diana;Ambanja;Ambodimanga Ramena
Diana;Ambanja;Maevatanana
Diana;Ambanja;Antafiambotry
Diana;Ambanja;Maherivaratra
Diana;Ambanja;Marovato
Diana;Ambanja;Ambohitrandriana
Diana;Ambanja;Ambohimarina
Diana;Ambanja;Ambaliha
Diana;Ambanja;Marotolana
Diana;Ambanja;Bemaneviky Ouest
Diana;Ambanja;Anorontsangana
Diana;Ambanja;Antsirabe
Diana;Ambanja;Ankatafa
Alaotra Mangoro;Ambatondrazaka;Antanandava
Sava;Sambava;Andrahanjo
Sava;Vohemar;Vohemar
Sava;Vohemar;Tsarabaria
Anosy;Betroka;Name Unknown
Menabe;Mahabo;Analamitsivalana
Menabe;Mahabo;Befotaka
Menabe;Mahabo;Ampanihy
Menabe;Mahabo;Ankilizato
Menabe;Mahabo;Ambia
Menabe;Mahabo;Mandabe
Menabe;Mahabo;Malaimbandy
Menabe;Mahabo;Beronono
Menabe;Mahabo;Mazavasoa
Menabe;Belo Sur Tsiribihina;Belo Sur Tsiribihina
Menabe;Belo Sur Tsiribihina;Andimaky Manambolo
Menabe;Belo Sur Tsiribihina;Bemarivo Ankirondro
Menabe;Belo Sur Tsiribihina;Tsimafana
Menabe;Belo Sur Tsiribihina;Beroboka Nord
Menabe;Belo Sur Tsiribihina;Tsaraotana
Menabe;Belo Sur Tsiribihina;Masoarivo
Menabe;Belo Sur Tsiribihina;Aboalimena
Menabe;Belo Sur Tsiribihina;Ankalalobe
Menabe;Belo Sur Tsiribihina;Ambiky
Menabe;Belo Sur Tsiribihina;Berevo
Menabe;Belo Sur Tsiribihina;Antsoha
Menabe;Belo Sur Tsiribihina;Belinta
Menabe;Belo Sur Tsiribihina;Ankiroroky
Menabe;Miandrivazo;Miandrivazo
Menabe;Miandrivazo;Dabolava
Menabe;Miandrivazo;Bemahatazana
Menabe;Miandrivazo;Ampanihy
Menabe;Miandrivazo;Anosimena
Menabe;Miandrivazo;Manandaza
Menabe;Miandrivazo;Ankotrofotsy
Menabe;Miandrivazo;Isalo
Menabe;Miandrivazo;Ambatolahy
Menabe;Miandrivazo;Manambina
Menabe;Miandrivazo;Itondy
Menabe;Miandrivazo;Ankavandra
Menabe;Miandrivazo;Soaloka
Menabe;Miandrivazo;Betsipolitra
Menabe;Miandrivazo;Ankondromena
Atsimo Andrefana;Sakaraha;Sakaraha
Atsimo Andrefana;Sakaraha;Miary Taheza
Atsimo Andrefana;Sakaraha;Miary Lamatihy
Atsimo Andrefana;Sakaraha;Mahaboboka
Atsimo Andrefana;Sakaraha;Amboronabo
Atsimo Andrefana;Sakaraha;Bereketa
Atsimo Andrefana;Sakaraha;Andamasiny Vineta
Atsimo Andrefana;Sakaraha;Mihavatsy
Atsimo Andrefana;Sakaraha;Andranolava
Atsimo Andrefana;Sakaraha;Ambinany
Atsimo Andrefana;Sakaraha;Mikoboka
Atsimo Andrefana;Sakaraha;Mitsinjo
Androy;Beloha;Beloha
Androy;Beloha;Tranovaho
Androy;Beloha;Kopoky
Androy;Beloha;Marolinta
Androy;Beloha;Tranoroa
Androy;Beloha;Behabobo
Androy;Tsihombe;Tsihombe
Androy;Tsihombe;Nikoly
Androy;Tsihombe;Betanty (Faux Cap)
Androy;Tsihombe;Anjampaly
Androy;Tsihombe;Marovato
Androy;Tsihombe;Antaritarika
Androy;Tsihombe;Imongy
Betsiboka;Kandreho;Antanimbaribe
Anosy;Taolagnaro;Fort-Dauphin
Anosy;Taolagnaro;Ampasy Nahampoana
Anosy;Taolagnaro;Mandromondromotra
Anosy;Taolagnaro;Soanierana
Anosy;Taolagnaro;Ifarantsa
Anosy;Taolagnaro;Isaka-Ivondro
Anosy;Taolagnaro;Mandiso
Anosy;Taolagnaro;Manambaro
Anosy;Taolagnaro;Sarisambo
Anosy;Taolagnaro;Ankaramena
Anosy;Taolagnaro;Ranopiso
Anosy;Taolagnaro;Ambatoabo
Anosy;Taolagnaro;Ankariera
Anosy;Taolagnaro;Analapatsy
Anosy;Taolagnaro;Andranobory
Anosy;Taolagnaro;Mahatalaky
Anosy;Taolagnaro;Iaboakoho
Anosy;Taolagnaro;Enaniliha
Anosy;Taolagnaro;Fenoevo-Efita
Anosy;Taolagnaro;Enakara-Haut
Anosy;Taolagnaro;Ranomafana
Anosy;Taolagnaro;Emagnobo
Anosy;Taolagnaro;Bevoay
Anosy;Taolagnaro;Ampasimena
Anosy;Taolagnaro;Manantenina
Anosy;Taolagnaro;Analamary
Anosy;Taolagnaro;Soavary
Androy;Ambovombe-Androy;Ambovombe
Androy;Ambovombe-Androy;Tsimananada
Androy;Ambovombe-Androy;Erada
Androy;Ambovombe-Androy;Anjeky Ankilikira
Androy;Ambovombe-Androy;Ambanisarika
Androy;Ambovombe-Androy;Analamary
Androy;Ambovombe-Androy;Ambohimalaza
Androy;Ambovombe-Androy;Ambonaivo
Androy;Ambovombe-Androy;Maroalomainty
Androy;Ambovombe-Androy;Maroalopoty
Androy;Ambovombe-Androy;Ambondro
Androy;Ambovombe-Androy;Ambazoa
Androy;Ambovombe-Androy;Sihanamaro
Androy;Ambovombe-Androy;Marovato Befeno
Androy;Ambovombe-Androy;Antanimora Atsimo
Androy;Ambovombe-Androy;Andalatanosy
Androy;Ambovombe-Androy;Ampamata
Androy;Ambovombe-Androy;Jafaro
Androy;Ambovombe-Androy;Imanombo
Anosy;Betroka;Betroka
Anosy;Betroka;Naninora
Anosy;Betroka;Ambalasoa
Anosy;Betroka;Ivahona
Anosy;Betroka;Analamary
Anosy;Betroka;Ianabinda
Anosy;Betroka;Benato Toby
Anosy;Betroka;Mahabo
Anosy;Betroka;Beampombo I
Anosy;Betroka;Jangany
Anosy;Betroka;Mahasoa Est
Anosy;Betroka;Bekorobo
Anosy;Betroka;Iaborotra
Anosy;Betroka;Isoanala
Anosy;Betroka;Beampombo II
Anosy;Betroka;Nanarena Besakoa
Anosy;Betroka;Ianakafy
Anosy;Betroka;Andriandampy
Anosy;Betroka;Sakamahily
Anosy;Betroka;Ambatomivary
Androy;Bekily;Morafeno Bekily
Androy;Bekily;Ankaranabo Nord
Androy;Bekily;Besakoa
Androy;Bekily;Anja Nord
Androy;Bekily;Antsakoamaro
Androy;Bekily;Ambatosola
Androy;Bekily;Tsirandrany
Androy;Bekily;Tsikolaky
Androy;Bekily;Manakompy
Androy;Bekily;Ambahita
Androy;Bekily;Maroviro
Androy;Bekily;Belindo Mahasoa
Androy;Bekily;Beteza
Androy;Bekily;Tanandava
Androy;Bekily;Bekitro
Androy;Bekily;Beraketa
Androy;Bekily;Vohimanga
Androy;Bekily;Bevitiky
Androy;Bekily;Anivorano Mitsinjo
Anosy;Amboasary-Atsimo;Amboasary Atsimo
Anosy;Amboasary-Atsimo;Behara
Anosy;Amboasary-Atsimo;Tanandava Sud
Anosy;Amboasary-Atsimo;Sampona
Anosy;Amboasary-Atsimo;Ifotaka
Anosy;Amboasary-Atsimo;Tranomaro
Anosy;Amboasary-Atsimo;Maromby
Anosy;Amboasary-Atsimo;Elonty
Anosy;Amboasary-Atsimo;Esira
Anosy;Amboasary-Atsimo;Mahaly
Anosy;Amboasary-Atsimo;Manevy
Anosy;Amboasary-Atsimo;Tsivory
Anosy;Amboasary-Atsimo;Marotsiraka
Anosy;Amboasary-Atsimo;Tomboarivo
Anosy;Amboasary-Atsimo;Ebelo
Anosy;Amboasary-Atsimo;Ranobe
Atsimo Andrefana;Toliary-II;Mitsinjo Betanimena
Atsimo Andrefana;Toliary-II;Belalanda
Atsimo Andrefana;Toliary-II;Betsinjaka
Atsimo Andrefana;Toliary-II;Miary Ambohibola
Atsimo Andrefana;Toliary-II;Behompy
Atsimo Andrefana;Toliary-II;Maromiandra
Atsimo Andrefana;Toliary-II;Ambohimahavelona
Atsimo Andrefana;Toliary-II;Andranohinaly
Atsimo Andrefana;Toliary-II;Saint Augustin
Atsimo Andrefana;Toliary-II;Anakao
Atsimo Andrefana;Toliary-II;Soalara Sud
Atsimo Andrefana;Toliary-II;Ambolofoty
Atsimo Andrefana;Toliary-II;Ankilimalinike
Atsimo Andrefana;Toliary-II;Antanimena Onilahy
Atsimo Andrefana;Toliary-II;Manorofify
Atsimo Andrefana;Toliary-II;Marofoty
Atsimo Andrefana;Toliary-II;Tsianisiha
Atsimo Andrefana;Toliary-II;Manombo Sud
Atsimo Andrefana;Toliary-II;Andranovory
Atsimo Andrefana;Toliary-II;Milenaka
Atsimo Andrefana;Toliary-II;Ankililoaka
Atsimo Andrefana;Toliary-II;Analamisampy
Atsimo Andrefana;Toliary-II;Beheloka
Atsimo Andrefana;Benenitra;Benenitra
Atsimo Andrefana;Benenitra;Ianapera
Atsimo Andrefana;Benenitra;Ambalavato
Atsimo Andrefana;Benenitra;Ehara
Sava;Antalaha;Antalaha Ambonivohitra
Sava;Antalaha;Ampahana
Sava;Antalaha;Ampohibe
Sava;Antalaha;Antombana
Sava;Antalaha;Antsahanoro
Sava;Antalaha;Antananambo
Sava;Antalaha;Marofinaritra
Sava;Antalaha;Sarahandrano
Sava;Antalaha;Andampy
Sava;Antalaha;Ambalabe
Sava;Antalaha;Ambinanifaho
Sava;Antalaha;Ambohitralanana
Sava;Antalaha;Lanjarivo
Sava;Antalaha;Antsambalahy
Sava;Antalaha;Vinanivao
Sava;Antalaha;Ampanavoana
Sava;Sambava;Sambava Cu
Sava;Sambava;Ambohimalaza
Sava;Sambava;Farahalana
Sava;Sambava;Nosiarina
Sava;Sambava;Ambodivoara
Sava;Sambava;Anjinjaomby
Sava;Sambava;Morafeno
Sava;Sambava;Analamaho
Sava;Sambava;Ambohimitsinjo
Sava;Sambava;Anjangoveratra
Sava;Sambava;Andratamarina
Sava;Sambava;Marogaona
Sava;Sambava;Marojala
Sava;Sambava;Antsambaharo
Sava;Sambava;Bemanevika
Sava;Sambava;Amboangibe
Sava;Sambava;Andrembona
Sava;Sambava;Antindra
Sava;Sambava;Ambodiampana
Sava;Sambava;Maroambihy
Sava;Sambava;Ambatoafo
Sava;Sambava;Anjialava
Sava;Sambava;Tanambao Daoud
Sava;Sambava;Antsahavaribe
Sava;Sambava;Bevonotra
Sava;Andapa;Andapa
Sava;Andapa;Tanandava
Sava;Andapa;Ankiakabe Nord
Sava;Andapa;Belaoka Marovato
Sava;Andapa;Ambodimanga I
Sava;Andapa;Marovato
Sava;Andapa;Andrakata
Sava;Andapa;Bealampona
Sava;Andapa;Matsohely
Sava;Andapa;Andranomena
Sava;Andapa;Ambalamanasy II
Sava;Andapa;Ambodiangezoka
Sava;Andapa;Betsakotsako Andranotsara
Sava;Andapa;Belaoka Lokoho
Sava;Andapa;Anoviara
Sava;Andapa;Doany
Sava;Andapa;Anjialavabe
Sava;Andapa;Antsahamena
Diana;Antsiranana II;Ramena
Diana;Antsiranana II;Sakaramy
Diana;Antsiranana II;Antanamitarana
Diana;Antsiranana II;Joffre Ville
Diana;Antsiranana II;Antsahampano
Diana;Antsiranana II;Mahavanona
Diana;Antsiranana II;Mangaoka
Diana;Antsiranana II;Andrafiabe
Diana;Antsiranana II;Anketrakabe
Diana;Antsiranana II;Sadjoavato
Diana;Antsiranana II;Antsalaka
Diana;Antsiranana II;Andranovondronina
Diana;Antsiranana II;Andranofanjava
Diana;Antsiranana II;Mahalina
Diana;Antsiranana II;Ankarongana
